position,name,age,country,gender,wealthSource,industry,worth
431,Andrei Kozitsyn,58,Russia,M,metals,Metals & Mining,4800
432,Horst Paulmann,83,Chile,M,retail,Fashion & Retail,4800
433,Julio Ponce Lerou,72,Chile,M,fertilizer,Metals & Mining,4800
434,Trevor Rees-Jones,66,United States,M,oil & gas,Energy,4800
435,Mark Scheinberg,44,Canada,M,online gambling,Gambling & Casinos,4800
436,Jeffrey Skoll,53,United States,M,eBay,Technology,4800
437,Murat Ulker,59,Turkey,M,food,Food and Beverage,4800
438,Daniel Ziff,46,United States,M,investments,Finance and Investments,4800
439,Dirk Ziff,54,United States,M,investments,Finance and Investments,4800
440,Robert Ziff,51,United States,M,investments,Finance and Investments,4800
441,Juergen Blickle,71,Germany,M,auto parts,Manufacturing,4700
442,Bernard Broermann,74,Germany,M,hospitals,Healthcare,4700
443,Clive Calder,71,United Kingdom,M,record label,Media & Entertainment,4700
444,Stanley Druckenmiller,65,United States,M,hedge funds,Finance and Investments,4700
445,Ted Lerner,92,United States,M,real estate,Real Estate,4700
446,Li Shuirong,61,China,M,petrochemicals,Manufacturing,4700
447,Lim Kok Thay,66,Malaysia,M,casinos,Gambling & Casinos,4700
448,Niels Peter Louis-Hansen,70,Denmark,M,medical devices,Healthcare,4700
449,Fredrik Lundberg,66,Sweden,M,"real estate, investments",Real Estate,4700
450,Gwendolyn Sontheim Meyer,56,United States,F,Cargill,Food and Beverage,4700
451,J. Christopher Reyes,64,United States,M,food distribution,Food and Beverage,4700
452,Jude Reyes,62,United States,M,food distribution,Food and Beverage,4700
453,Alexandra Schoerghuber,59,Germany,F,real estate,Real Estate,4700
454,Sheldon Solow,89,United States,M,real estate,Real Estate,4700
455,Lucio Tan,83,Philippines,M,diversified,Diversified,4700
457,Andrej Babis,63,Czech Republic,M,agriculture,Food and Beverage,4600
458,Dona Bertarelli,50,Switzerland,F,biotech,Diversified,4600
459,Cai Kui,55,China,M,real estate,Real Estate,4600
460,Bidzina Ivanishvili,62,Georgia,M,investments,Finance and Investments,4600
461,"Jeremy Jacobs, Sr.",78,United States,M,concessions,Service,4600
462,Chris Larsen,58,United States,M,cryptocurrency,Finance and Investments,4600
463,Patrick Lee,76,Hong Kong,M,paper,Manufacturing,4600
464,Liang Wengen,61,China,M,construction equipment,Manufacturing,4600
465,Denis O'Brien,60,Ireland,M,telecom,Telecom,4600
467,Jean-Pierre Cayard,75,France,M,spirits,Food and Beverage,4500
468,Chey Tae-Won,57,South Korea,M,"IT, telecom",Telecom,4500
469,Fang Wei,44,China,M,steel,Manufacturing,4500
470,Andrei Guriev,58,Russia,M,fertilizers,Manufacturing,4500
471,Bertil Hult,77,Sweden,M,education,Service,4500
472,Ji Changqun,50,China,M,real estate,Real Estate,4500
473,"Paul Tudor Jones, II.",63,United States,M,hedge funds,Finance and Investments,4500
474,Robert Miller,85,United Kingdom,M,retail,Fashion & Retail,4500
475,Sergei Popov,46,Russia,M,banking,Finance and Investments,4500
476,Juan Roig,68,Spain,M,supermarkets,Fashion & Retail,4500
477,John Sall,70,United States,M,software,Technology,4500
478,Leonard Stern,80,United States,M,real estate,Real Estate,4500
479,Ye Chenghai,74,Hong Kong,M,pharmaceuticals,Healthcare,4500
480,Anthony Bamford,72,United Kingdom,M,construction equipment,Construction & Engineering,4400
481,Chu Mang Yee,58,China,M,real estate,Real Estate,4400
482,Juan Carlos Escotet,58,Venezuela,M,banking,Finance and Investments,4400
483,Miguel Fluxa Rossello,79,Spain,M,hotels,Service,4400
484,Andrew Forrest,56,Australia,M,mining,Metals & Mining,4400
485,Paul Gauselmann,83,Germany,M,gambling,Gambling & Casinos,4400
486,Tamara Gustavson,56,United States,F,self storage,Service,4400
487,Micky Jagtiani,66,India,M,retail,Fashion & Retail,4400
488,Johan Johannson,51,Norway,M,grocery stores,Fashion & Retail,4400
489,Richard Li,51,Hong Kong,M,telecom,Telecom,4400
490,John Morris,70,United States,M,sporting goods retail,Fashion & Retail,4400
491,Theo Mueller,78,Germany,M,dairy,Food and Beverage,4400
492,Akio Nitori,74,Japan,M,home furnishings,Fashion & Retail,4400
493,Wolfgang Reimann,65,Germany,M,consumer goods,Fashion & Retail,4400
494,Matthias Reimann-Andersen,53,Germany,M,consumer goods,Fashion & Retail,4400
495,Stefan Reimann-Andersen,54,Germany,M,consumer goods,Fashion & Retail,4400
496,Renate Reimann-Haas,66,Germany,F,consumer goods,Fashion & Retail,4400
497,Robert Smith,55,United States,M,private equity,Finance and Investments,4400
498,Russ Weiner,48,United States,M,energy drinks,Food and Beverage,4400
499,Jeronimo Arango,92,Mexico,M,retail,Fashion & Retail,4300
500,Rahul Bajaj,80,India,M,motorcycles,Automotive,4300
501,Rainer Blickle,70,Germany,M,auto parts,Manufacturing,4300
502,Rocco Commisso,68,United States,M,telecom,Telecom,4300
503,Giuseppe De'Longhi,79,Italy,M,coffee makers,Fashion & Retail,4300
504,Tilman Fertitta,60,United States,M,"Houston Rockets, entertainment",Food and Beverage,4300
505,Nathan Kirsh,86,Swaziland,M,"retail, real estate",Fashion & Retail,4300
506,Terrence Pegula,67,United States,M,natural gas,Energy,4300
507,Robert Pera,40,United States,M,wireless networking gear,Technology,4300
508,Gary Rollins,73,United States,M,pest control,Service,4300
509,Randall Rollins,86,United States,M,pest control,Service,4300
510,Alejandro Santo Domingo,41,United States,M,beer,Food and Beverage,4300
511,Andres Santo Domingo,40,United States,M,beer,Food and Beverage,4300
512,Pham Nhat Vuong,49,Vietnam,M,diversified,Diversified,4300
513,Roger Wang,69,United States,M,retail,Fashion & Retail,4300
514,Stephen Bisciotti,58,United States,M,"staffing, Baltimore Ravens",Sports,4200
515,"Austen Cargill, II.",67,United States,M,Cargill,Food and Beverage,4200
516,"James Cargill, II.",69,United States,M,Cargill,Food and Beverage,4200
517,Archie Aldis Emmerson,89,United States,M,"timberland, lumber mills",Manufacturing,4200
518,Antti Herlin,61,Finland,M,"elevators, escalators",Manufacturing,4200
519,Sumet Jiaravanon,83,Thailand,M,diversified,Diversified,4200
520,Lars Larsen,69,Denmark,M,retail,Fashion & Retail,4200
521,Marianne Liebmann,64,United States,F,Cargill,Food and Beverage,4200
522,Bobby Murphy,29,United States,M,Snapchat,Technology,4200
523,Igor Olenicoff,75,United States,M,real estate,Real Estate,4200
524,"Walter Scott, Jr.",87,United States,M,"utilities, telecom",Energy,4200
525,"Clemmie Spangler, Jr.",86,United States,M,investments,Finance and Investments,4200
526,Wang Yusuo,54,China,M,natural gas distribution,Energy,4200
527,Carl Bennet,66,Sweden,M,investments,Finance and Investments,4100
528,Arthur Blank,75,United States,M,Home Depot,Sports,4100
529,Jaran Chiaravanont,88,Thailand,M,diversified,Diversified,4100
531,Fan Hongwei,51,China,F,petrochemicals,Energy,4100
532,John Gandel,83,Australia,M,shopping malls,Real Estate,4100
533,James Jannard,69,United States,M,sunglasses,Fashion & Retail,4100
534,Montri Jiaravanont,87,Thailand,M,diversified,Diversified,4100
535,Samuel Tak Lee,79,Hong Kong,M,real estate,Real Estate,4100
536,Pawan Munjal,64,India,M,motorcycles,Automotive,4100
537,Axel Oberwelland,51,Germany,M,candy,Food and Beverage,4100
538,James Packer,50,Australia,M,casinos,Gambling & Casinos,4100
539,Isaac Perlmutter,75,United States,M,Marvel comics,Media & Entertainment,4100
540,"H. Ross Perot, Sr.",87,United States,M,"computer services, real estate",Diversified,4100
541,Michael Pieper,72,Switzerland,M,kitchen appliances,Manufacturing,4100
542,Thomas Pritzker,68,United States,M,"hotels, investments",Finance and Investments,4100
543,"Julian Robertson, Jr.",85,United States,M,hedge funds,Finance and Investments,4100
544,Renzo Rosso,62,Italy,M,fashion,Fashion & Retail,4100
545,Hussain Sajwani,65,United Arab Emirates,M,real estate,Real Estate,4100
546,Yasumitsu Shigeta,53,Japan,M,mobile phone retailer,Telecom,4100
547,Evan Spiegel,28,United States,M,Snapchat,Technology,4100
548,Wang Xing,45,China,M,e-commerce,Technology,4100
549,Kelcy Warren,62,United States,M,pipelines,Energy,4100
550,Ben Ashkenazy,48,United States,M,real estate,Real Estate,4000
552,Otto Philipp Braun,40,Germany,M,medical technology,Healthcare,4000
553,Che Jianxing,51,China,M,furniture retailing,Fashion & Retail,4000
554,Dagmar Dolby,76,United States,F,Dolby Laboratories,Technology,4000
555,Traudl Engelhorn,91,Germany,F,"pharmaceuticals, medical equipment",Healthcare,4000
556,Dan Friedkin,53,United States,M,Toyota dealerships,Automotive,4000
557,Sergei Galitsky,50,Russia,M,retail,Fashion & Retail,4000
558,Huang Rulun,66,China,M,real estate,Real Estate,4000
559,Erman Ilicak,50,Turkey,M,construction,Construction & Engineering,4000
560,Ronald Lauder,74,United States,M,Estee Lauder,Fashion & Retail,4000
561,Michel Leclercq,79,France,M,sporting goods,Fashion & Retail,4000
562,Michael Moritz,63,United States,M,venture capital,Technology,4000
563,Issad Rebrab,74,Algeria,M,food,Food and Beverage,4000
564,Naguib Sawiris,64,Egypt,M,telecom,Telecom,4000
565,Richard Schulze,77,United States,M,Best Buy,Fashion & Retail,4000
566,B.R. Shetty,76,India,M,healthcare,Healthcare,4000
567,Jeff Sutton,58,United States,M,real estate,Real Estate,4000
568,Tony Tan Caktiong,65,Philippines,M,food,Food and Beverage,4000
569,Yu Huijiao,52,China,M,package delivery,Logistics,4000
570,Zhang Xuexin,70,China,M,aluminum,Metals & Mining,4000
571,Zhang Yiming,34,China,M,software,Technology,4000
572,Suhail Bahwan,79,Oman,M,diversified,Diversified,3900
573,Rick Caruso,59,United States,M,real estate,Real Estate,3900
574,Tom Gores,53,United States,M,private equity,Finance and Investments,3900
575,Peter Hargreaves,71,United Kingdom,M,financial services,Finance and Investments,3900
576,Daniela Herz,64,Germany,F,coffee,Finance and Investments,3900
577,Guenter Herz,77,Germany,M,coffee,Finance and Investments,3900
578,Masatoshi Ito,94,Japan,M,retail,Fashion & Retail,3900
579,Barry Lam,69,Taiwan,M,electronics,Technology,3900
581,Ravi Pillai,64,India,M,construction,Construction & Engineering,3900
583,Jerry Speyer,78,United States,M,real estate,Real Estate,3900
584,Harry Stine,76,United States,M,agriculture,Food and Beverage,3900
585,George Ty,85,Philippines,M,banking,Finance and Investments,3900
586,Steven Udvar-Hazy,72,United States,M,aircraft leasing,Service,3900
587,Christoph Zeller,61,Liechtenstein,M,dental implants,Healthcare,3900
588,Nathan Blecharczyk,35,United States,M,Airbnb,Technology,3800
589,Hubert Burda,78,Germany,M,publishing,Media & Entertainment,3800
590,Chen Dongsheng,60,China,M,insurance,Finance and Investments,3800
591,Brian Chesky,36,United States,M,Airbnb,Technology,3800
592,Gustaf Douglas,80,Sweden,M,investments,Diversified,3800
593,Joe Gebbia,36,United States,M,Airbnb,Technology,3800
594,Peter Gilgan,67,Canada,M,homebuilding,Construction & Engineering,3800
595,Jeff Greene,63,United States,M,"real estate, investments",Real Estate,3800
596,Jiang Weiping,63,China,M,chemicals,Manufacturing,3800
598,Li Wa,52,Hong Kong,M,real estate,Real Estate,3800
599,Robert McNair,81,United States,M,"energy, sports",Sports,3800
600,Masahiro Miki,62,Japan,M,shoes,Fashion & Retail,3800
602,Ira Rennert,84,United States,M,investments,Finance and Investments,3800
603,Henry Samueli,63,United States,M,semiconductors,Technology,3800
604,Zeng Fangqin,52,China,F,smartphone components,Technology,3800
605,Zhang Jin,46,China,M,diversified,Diversified,3800
606,Nick Caporella,82,United States,M,beverages,Food and Beverage,3700
607,Mark Cuban,59,United States,M,online media,Media & Entertainment,3700
608,Ken Fisher,67,United States,M,money management,Finance and Investments,3700
609,Jaime Gilinski Bacal,60,Colombia,M,banking,Finance and Investments,3700
610,Andreas Halvorsen,57,Norway,M,hedge funds,Finance and Investments,3700
611,H. Fisk Johnson,60,United States,M,cleaning products,Manufacturing,3700
612,Imogene Powers Johnson,87,United States,F,cleaning products,Manufacturing,3700
613,S. Curtis Johnson,63,United States,M,cleaning products,Manufacturing,3700
614,Helen Johnson-Leipold,61,United States,F,cleaning products,Manufacturing,3700
615,Winifred Johnson-Marquart,59,United States,F,cleaning products,Manufacturing,3700
616,Viatcheslav Kantor,64,Russia,M,"fertilizer, real estate",Manufacturing,3700
617,Samvel Karapetyan,52,Russia,M,real estate,Construction & Engineering,3700
618,Marc Ladreit de Lacharriere,77,France,M,finance,Finance and Investments,3700
619,Angela Leong,57,Hong Kong,F,casinos,Gambling & Casinos,3700
620,Li Gaiteng,46,China,M,hair dryers,Manufacturing,3700
621,Mangal Prabhat Lodha,62,India,M,real estate,Real Estate,3700
622,Michael Milken,71,United States,M,investments,Finance and Investments,3700
623,Yuri Milner,56,Russia,M,tech investments,Finance and Investments,3700
624,Andreas Struengmann,68,Germany,M,pharmaceuticals,Healthcare,3700
625,Thomas Struengmann,68,Germany,M,pharmaceuticals,Healthcare,3700
626,Tse Ping,66,China,M,pharmaceuticals,Healthcare,3700
627,Yitzhak Tshuva,69,Israel,M,real estate,Real Estate,3700
628,Samuel Yin,67,Taiwan,M,diversified,Diversified,3700
629,Michael Ashley,53,United Kingdom,M,sports retailing,Fashion & Retail,3600
630,Cao Longxiang,60,China,M,pharmaceuticals,Healthcare,3600
631,Jeffery Hildebrand,59,United States,M,oil,Energy,3600
632,Jiang Rensheng,64,China,M,vaccine production,Healthcare,3600
633,"Edward Johnson, IV.",53,United States,M,money management,Finance and Investments,3600
634,Elizabeth Johnson,55,United States,F,money management,Finance and Investments,3600
635,Peter Kellogg,75,United States,M,investments,Finance and Investments,3600
636,Lim Sung-Ki,78,South Korea,M,pharmaceuticals,Healthcare,3600
637,Friedhelm Loh,71,Germany,M,manufacturing,Manufacturing,3600
638,Kiran Mazumdar-Shaw,65,India,F,biotech,Healthcare,3600
639,Idan Ofer,62,Israel,M,"drilling, shipping",Diversified,3600
640,Karsanbhai Patel,74,India,M,consumer goods,Diversified,3600
641,Qin Yinglin,53,China,M,pig breeding,Food and Beverage,3600
642,Qiu Guanghe,66,China,M,fashion retail,Fashion & Retail,3600
643,Sarath Ratanavadi,52,Thailand,M,energy,Energy,3600
644,Rodger Riney,72,United States,M,discount brokerage,Finance and Investments,3600
645,Steven Spielberg,71,United States,M,Movies,Media & Entertainment,3600
647,Arne Wilhelmsen,88,Norway,M,cruise ships,Logistics,3600
648,Xu Jingren,73,China,M,pharmaceuticals,Healthcare,3600
649,Zhang Li,65,China,M,real estate,Real Estate,3600
650,Zhang Xin,52,China,F,real estate,Real Estate,3600
651,Anita Zucker,66,United States,F,chemicals,Manufacturing,3600
652,Carlo Benetton,74,Italy,M,"fashion retail, investments",Fashion & Retail,3500
653,Gilberto Benetton,77,Italy,M,"fashion retail, investments",Fashion & Retail,3500
654,Giuliana Benetton,80,Italy,F,"fashion retail, investments",Fashion & Retail,3500
655,Luciano Benetton,83,Italy,M,"fashion retail, investments",Fashion & Retail,3500
656,Chen Bang,52,China,M,hospitals,Healthcare,3500
658,Abilio dos Santos Diniz,81,Brazil,M,retail,Fashion & Retail,3500
659,Bernard Ecclestone,87,United Kingdom,M,Formula One,Sports,3500
660,Judy Faulkner,74,United States,F,health IT,Technology,3500
661,Gao Tianguo,66,China,M,"real estate, finance",Real Estate,3500
662,Joshua Harris,53,United States,M,private equity,Finance and Investments,3500
663,Arthur Irving,88,Canada,M,oil,Energy,3500
664,Baba Kalyani,69,India,M,engineering,Construction & Engineering,3500
665,Dmitry Kamenshchik,50,Russia,M,airport,Service,3500
666,Douglas Leone,60,United States,M,venture capital,Finance and Investments,3500
667,Edwin Leong,66,Hong Kong,M,real estate,Real Estate,3500
668,Arnon Milchan,73,Israel,M,movie making,Media & Entertainment,3500
670,Anthony Pritzker,57,United States,M,"hotels, investments",Service,3500
671,Jay Robert (J.B.) Pritzker,53,United States,M,"hotels, investments",Finance and Investments,3500
672,Mitchell Rales,61,United States,M,"manufacturing, investments",Manufacturing,3500
673,Kjell Inge Rokke,59,Norway,M,"shipping, seafood",Logistics,3500
674,"Bernard Saul, II.",86,United States,M,"banking, real estate",Finance and Investments,3500
675,Donald Sterling,84,United States,M,real estate,Real Estate,3500
676,Tahir,66,Indonesia,M,diversified,Diversified,3500
677,Chairul Tanjung,56,Indonesia,M,diversified,Diversified,3500
678,Clemens Toennies,62,Germany,M,meat processing,Food and Beverage,3500
679,Somphote Ahunai,51,Thailand,M,energy,Energy,3400
680,Igor Altushkin,47,Russia,M,metals,Metals & Mining,3400
681,Riley Bechtel,66,United States,M,"engineering, construction",Construction & Engineering,3400
682,"Stephen Bechtel, Jr.",93,United States,M,"engineering, construction",Construction & Engineering,3400
683,Mike Cannon-Brookes,38,Australia,M,software,Technology,3400
684,Rafael Del Pino y Calvo-Sotelo,59,Spain,M,construction,Construction & Engineering,3400
685,Antonio Del Valle Ruiz,79,Mexico,M,chemicals,Manufacturing,3400
686,Scott Farquhar,38,Australia,M,software,Technology,3400
687,Lindsay Fox,81,Australia,M,"logistics, real estate",Logistics,3400
688,Jimmy Haslam,64,United States,M,"gas stations, retail",Fashion & Retail,3400
689,Heidi Horten,77,Austria,F,retail,Fashion & Retail,3400
690,Min Kao,69,United States,M,navigation equipment,Technology,3400
691,Melissa Ma,48,China,F,internet search,Technology,3400
692,Rudolf Maag,72,Switzerland,M,medical devices,Healthcare,3400
693,Alexander Ponomarenko,53,Russia,M,"real estate, airport",Logistics,3400
694,Carlos Rodriguez-Pastor,59,Peru,M,finance,Finance and Investments,3400
696,Teddy Sagi,46,Israel,M,gambling software,Gambling & Casinos,3400
697,Shaul Shani,63,Israel,M,telecom,Telecom,3400
698,Alexander Skorobogatko,50,Russia,M,"real estate, airport",Logistics,3400
699,Sun Guangxin,55,China,M,diversified,Diversified,3400
700,Rita Tong Liu,69,Hong Kong,F,real estate,Real Estate,3400
701,Juan-Miguel Villar Mir,86,Spain,M,construction,Construction & Engineering,3400
702,Steve Wynn,76,United States,M,"casinos, hotels",Gambling & Casinos,3400
703,Anil Agarwal,64,India,M,"mining, metals",Metals & Mining,3300
705,John Arnold,44,United States,M,hedge funds,Finance and Investments,3300
706,Sid Bass,76,United States,M,"oil, investments",Energy,3300
707,Alain Bouchard,69,Canada,M,retail,Fashion & Retail,3300
708,John Brown,83,United States,M,medical equipment,Healthcare,3300
709,Vanich Chaiyawan,86,Thailand,M,"insurance, beverages",Finance and Investments,3300
710,Chen Lip Keong,70,Malaysia,M,"casinos, property, energy",Gambling & Casinos,3300
711,Charles Cohen,66,United States,M,real estate,Real Estate,3300
712,Ashwin Dani,75,India,M,paints,Manufacturing,3300
713,Rakesh Gangwal,64,United States,M,airline,Service,3300
714,Reid Hoffman,50,United States,M,LinkedIn,Technology,3300
715,"Amos Hostetter, Jr.",81,United States,M,cable television,Media & Entertainment,3300
716,Zarakh Iliev,51,Russia,M,real estate,Real Estate,3300
717,Ji Qi,51,China,M,"hotels, motels",Real Estate,3300
718,Kenneth Langone,82,United States,M,investments,Finance and Investments,3300
719,Li Sze Lim,61,Hong Kong,M,real estate,Real Estate,3300
720,George Lindemann,82,United States,M,investments,Finance and Investments,3300
721,Liu Zhongtian,54,China,M,aluminum products,Manufacturing,3300
722,Luo Liguo,62,China,M,chemicals,Manufacturing,3300
723,Mary Alice Dorrance Malone,68,United States,F,Campbell Soup,Food and Beverage,3300
724,"Henry Nicholas, III.",58,United States,M,semiconductors,Technology,3300
725,God Nisanov,46,Russia,M,real estate,Real Estate,3300
726,Pat Stryker,62,United States,F,medical equipment,Healthcare,3300
727,Alexander Svetakov,50,Russia,M,real estate,Finance and Investments,3300
728,Hans Peter Wild,77,Switzerland,M,flavorings,Food and Beverage,3300
729,Yvonne Bauer,41,Germany,F,media,Media & Entertainment,3200
730,Patrizio Bertelli,72,Italy,M,luxury goods,Fashion & Retail,3200
731,Neil Bluhm,80,United States,M,real estate,Real Estate,3200
733,Scott Cook,65,United States,M,software,Technology,3200
734,Leon G. Cooperman,75,United States,M,hedge funds,Finance and Investments,3200
735,John Paul DeJoria,74,United States,M,"hair products, tequila",Fashion & Retail,3200
736,Martin Ebner,72,Switzerland,M,investments,Finance and Investments,3200
737,Walter Faria,63,Brazil,M,beer,Food and Beverage,3200
738,Sameer Gehlaut,44,India,M,finance,Finance and Investments,3200
739,Tom Golisano,76,United States,M,payroll services,Service,3200
740,Otto Happel,70,Germany,M,engineering,Construction & Engineering,3200
741,Jiang Bin,51,China,M,acoustic components,Technology,3200
742,Karel Komarek,49,Czech Republic,M,lotteries,Gambling & Casinos,3200
743,Kurt Krieger,70,Germany,M,furniture retailing,Fashion & Retail,3200
744,Timur Kulibaev,51,Kazakhstan,M,banking,Finance and Investments,3200
745,Dinara Kulibaeva,50,Kazakhstan,F,banking,Finance and Investments,3200
746,Spiro Latsis,71,Greece,M,"banking, shipping",Diversified,3200
747,Daniel Loeb,56,United States,M,hedge funds,Finance and Investments,3200
748,Luo Jye,92,Taiwan,M,tires,Automotive,3200
749,Ronald McAulay,82,Hong Kong,M,energy,Energy,3200
750,Alain Merieux,80,France,M,pharmaceuticals,Healthcare,3200
751,Hans Georg Naeder,56,Germany,M,prosthetics,Manufacturing,3200
752,Nie Tengyun,42,China,M,logistics,Service,3200
753,Daniel Och,57,United States,M,hedge funds,Finance and Investments,3200
754,Miuccia Prada,69,Italy,F,luxury goods,Fashion & Retail,3200
755,Marc Rowan,55,United States,M,private equity,Finance and Investments,3200
756,Haim Saban,73,United States,M,"TV network, investments",Media & Entertainment,3200
757,Alvaro Saieh Bendeck,68,Chile,M,banking,Finance and Investments,3200
758,Michael & Reiner Schmidt-Ruthenbeck,75,Germany,M,retail,Fashion & Retail,3200
759,Lynn Schusterman,79,United States,F,"oil & gas, investments",Energy,3200
760,Mark Shoen,67,United States,M,U-Haul,Automotive,3200
761,Michal Solowow,55,Poland,M,investments,Finance and Investments,3200
762,Daniel Tsai,62,Taiwan,M,finance,Finance and Investments,3200
763,Richard Tsai,61,Taiwan,M,finance,Finance and Investments,3200
764,Frank Wang,37,China,M,drones,Technology,3200
765,Meg Whitman,61,United States,F,eBay,Technology,3200
766,John Catsimatidis,69,United States,M,"oil, real estate",Energy,3100
768,Cheng Cheung Ling,54,China,F,pharmaceuticals,Healthcare,3100
769,Barry Diller,76,United States,M,online media,Media & Entertainment,3100
770,Jack Dorsey,41,United States,M,Twitter,Technology,3100
771,Yakir Gabay,52,Cyprus,M,real estate,Real Estate,3100
772,Allan Goldman,75,United States,M,real estate,Real Estate,3100
773,Jane Goldman,62,United States,F,real estate,Real Estate,3100
774,Amy Goldman Fowler,64,United States,F,real estate,Real Estate,3100
775,Daryl Katz,56,Canada,M,pharmacies,Diversified,3100
776,Diane Kemper,72,United States,F,real estate,Real Estate,3100
777,Vladimir Kim,57,Kazakhstan,M,mining,Metals & Mining,3100
778,Lai Meisong,47,China,M,package delivery,Logistics,3100
779,Manuel Lao Hernandez,74,Spain,M,gambling,Gambling & Casinos,3100
780,James Leprino,80,United States,M,cheese,Food and Beverage,3100
781,Liang Xinjun,50,China,M,conglomerate,Diversified,3100
782,Tom Morris,63,United Kingdom,M,retail,Fashion & Retail,3100
783,Thi Phuong Thao Nguyen,48,Vietnam,F,airlines,Diversified,3100
784,Rajan Raheja,64,India,M,diversified,Diversified,3100
785,Ren Jianhua,61,China,M,kitchen appliances,Manufacturing,3100
786,Richard Sands,67,United States,M,Food & Beverage,Food and Beverage,3100
787,Kerry Stokes,77,Australia,M,"construction equipment, media",Diversified,3100
788,Donald Trump,72,United States,M,"television, real estate",Real Estate,3100
789,Romesh T. Wadhwani,70,United States,M,software,Technology,3100
790,Wang Jian,64,China,M,healthcare services,Technology,3100
791,Clifford Asness,51,United States,M,Investment Management,Finance and Investments,3000
792,Anne Beaufour,54,France,F,pharmaceuticals,Healthcare,3000
793,Henri Beaufour,53,France,M,pharmaceuticals,Healthcare,3000
794,Tom Benson,90,United States,M,New Orleans Saints,Sports,3000
795,Jim Breyer,56,United States,M,venture capital,Technology,3000
796,Alejandro Bulgheroni,73,Argentina,M,oil & gas,Energy,3000
797,Hasmukh Chudgar,84,India,M,pharmaceuticals,Healthcare,3000
798,Ennio Doris,77,Italy,M,financial services,Finance and Investments,3000
799,Luis Frias,55,Brazil,M,mobile payments,Technology,3000
800,Valentin Gapontsev,79,United States,M,lasers,Manufacturing,3000
801,Martin Haefner,64,Switzerland,M,"software, investments",Technology,3000
802,Christopher Hohn,51,United Kingdom,M,Hedge funds,Finance and Investments,3000
803,Johnelle Hunt,86,United States,F,trucking,Logistics,3000
804,Rakesh Jhunjhunwala,57,India,M,investments,Finance and Investments,3000
805,Lu Xiangyang,55,China,M,"automobiles, batteries",Automotive,3000
806,John Middleton,63,United States,M,tobacco,Food and Beverage,3000
807,Kazuo Okada,75,Japan,M,casinos,Gambling & Casinos,3000
808,Jorge Perez,68,United States,M,real estate,Real Estate,3000
809,Prasert Prasarttong-Osoth,85,Thailand,M,hospitals,Healthcare,3000
810,Jean (Gigi) Pritzker,55,United States,F,"hotels, investments",Service,3000
811,Mochtar Riady,89,Indonesia,M,diversified,Diversified,3000
812,Arkady Rotenberg,66,Russia,M,"construction, pipes, banking",Construction & Engineering,3000
813,Michael Rubin,45,United States,M,online retail,Fashion & Retail,3000
814,Robert Sands,60,United States,M,Food & Beverage,Food and Beverage,3000
815,Herbert Simon,83,United States,M,real estate,Real Estate,3000
816,Robert Toennies,40,Germany,M,meat processing,Food and Beverage,3000
817,Manuel Villar,68,Philippines,M,real estate,Real Estate,3000
818,Don Vultaggio,66,United States,M,AriZona Beverages,Food and Beverage,3000
819,Wang Zhenhua,56,China,M,real estate,Real Estate,3000
820,Wu Kaiting,48,Hong Kong,M,electronics,Telecom,3000
821,Simon Xie,48,China,M,online payment service,Technology,3000
822,Chuck Bundrant,76,United States,M,fishing,Food and Beverage,2900
823,Cai Dongchen,65,China,M,pharmaceuticals,Healthcare,2900
825,Jason Chang,74,Singapore,M,electronics,Technology,2900
826,Smita Crishna-Godrej,67,India,F,consumer goods,Diversified,2900
827,Ding Shizhong,47,China,M,sports apparel,Fashion & Retail,2900
828,Feng Hailiang,57,China,M,"copper, education",Metals & Mining,2900
829,Gerald Ford,73,United States,M,banking,Finance and Investments,2900
830,Philippe Foriel-Destezet,82,France,M,employment agency,Service,2900
831,Adi Godrej,76,India,M,consumer goods,Diversified,2900
832,Jamshyd Godrej,69,India,M,consumer goods,Diversified,2900
833,Nadir Godrej,67,India,M,consumer goods,Diversified,2900
834,Joseph Grendys,56,United States,M,poultry processing,Food and Beverage,2900
835,Hedda im Brahm-Droege,63,Germany,F,consulting,Service,2900
836,Ke Zunhong,63,China,M,pharmaceuticals,Healthcare,2900
837,Randal Kirk,64,United States,M,pharmaceuticals,Healthcare,2900
838,Alicia Koplowitz,64,Spain,F,"construction, investments",Finance and Investments,2900
839,Kwek Leng Beng,77,Singapore,M,real estate,Real Estate,2900
840,Louis Le Duff,71,France,M,bakeries,Food and Beverage,2900
841,Yusaku Maezawa,42,Japan,M,online retail,Technology,2900
842,Sergio Mantegazza,90,Switzerland,M,travel,Service,2900
843,Hans Melchers,80,Netherlands,M,"chemicals, investments",Finance and Investments,2900
844,Erwin Franz Mueller,85,Germany,M,drugstores,Fashion & Retail,2900
845,Rishad Naoroji,66,India,M,consumer goods,Diversified,2900
846,Husnu Ozyegin,73,Turkey,M,"finance, diversified",Finance and Investments,2900
847,Prajogo Pangestu,74,Indonesia,M,petrochemicals,Diversified,2900
848,Jeff Rothschild,63,United States,M,Facebook,Technology,2900
849,Thomas Siebel,65,United States,M,business software,Technology,2900
850,Paul Singer,73,United States,M,hedge funds,Finance and Investments,2900
851,Ralph Sonnenberg,84,Netherlands,M,blinds,Manufacturing,2900
852,Jon Stryker,60,United States,M,medical equipment,Healthcare,2900
853,Georg Stumpf,45,Austria,M,"real estate, construction",Diversified,2900
